Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,4.760000228881836,4.789999961853027,4.75,4.769999980926514,4.36190938949585,7883000
2017-01-04,4.800000190734863,4.849999904632568,4.789999961853027,4.840000152587891,4.4259209632873535,10247100
2017-01-05,4.849999904632568,4.920000076293945,4.829999923706055,4.900000095367432,4.480787754058838,9878400
2017-01-06,4.929999828338623,4.989999771118164,4.900000095367432,4.920000076293945,4.4990763664245605,18078800
2017-01-09,4.860000133514404,4.880000114440918,4.78000020980835,4.829999923706055,4.416776180267334,14555100
2017-01-10,4.849999904632568,4.860000133514404,4.809999942779541,4.840000152587891,4.4259209632873535,7725100
2017-01-11,4.78000020980835,4.78000020980835,4.739999771118164,4.78000020980835,4.371054172515869,8978200
2017-01-12,4.699999809265137,4.710000038146973,4.659999847412109,4.699999809265137,4.297897815704346,15366500
2017-01-13,4.769999980926514,4.800000190734863,4.710000038146973,4.75,4.343620777130127,17246200
2017-01-17,4.75,4.769999980926514,4.699999809265137,4.739999771118164,4.334475994110107,9241400
2017-01-18,4.690000057220459,4.739999771118164,4.679999828338623,4.690000057220459,4.288753509521484,6642200
2017-01-19,4.699999809265137,4.739999771118164,4.699999809265137,4.739999771118164,4.334475994110107,7660700
2017-01-20,4.75,4.769999980926514,4.710000038146973,4.760000228881836,4.352765083312988,6356100
2017-01-23,4.679999828338623,4.679999828338623,4.619999885559082,4.679999828338623,4.279608726501465,8763000
2017-01-24,4.619999885559082,4.690000057220459,4.599999904632568,4.670000076293945,4.2704644203186035,21812500
2017-01-25,4.590000152587891,4.630000114440918,4.579999923706055,4.619999885559082,4.224742412567139,18014400
2017-01-26,4.75,4.769999980926514,4.679999828338623,4.71999979019165,4.316186904907227,14585100
2017-01-27,4.630000114440918,4.670000076293945,4.610000133514404,4.639999866485596,4.2430315017700195,11951600
2017-01-30,4.639999866485596,4.639999866485596,4.510000228881836,4.539999961853027,4.151587009429932,17068400
2017-01-31,4.550000190734863,4.559999942779541,4.5,4.519999980926514,4.133297920227051,9486300
2017-02-01,4.539999961853027,4.590000152587891,4.519999980926514,4.570000171661377,4.179020404815674,10438800
2017-02-02,4.820000171661377,4.889999866485596,4.769999980926514,4.820000171661377,4.407631874084473,44650800
2017-02-03,4.829999923706055,4.849999904632568,4.789999961853027,4.829999923706055,4.416776180267334,11863100
2017-02-06,4.760000228881836,4.78000020980835,4.730000019073486,4.75,4.343620777130127,13365300
2017-02-07,4.880000114440918,4.889999866485596,4.840000152587891,4.860000133514404,4.444209575653076,11131500
2017-02-08,4.889999866485596,4.920000076293945,4.860000133514404,4.880000114440918,4.462498664855957,8520700
2017-02-09,4.880000114440918,4.940000057220459,4.880000114440918,4.889999866485596,4.471642971038818,12750800
2017-02-10,4.889999866485596,4.909999847412109,4.860000133514404,4.880000114440918,4.462498664855957,6968600
2017-02-13,4.940000057220459,5.0,4.929999828338623,4.960000038146973,4.535654544830322,15403800
2017-02-14,4.96999979019165,4.989999771118164,4.949999809265137,4.96999979019165,4.544798851013184,7871400
2017-02-15,4.960000038146973,5.010000228881836,4.949999809265137,5.0,4.572232723236084,12330400
2017-02-16,5.050000190734863,5.090000152587891,5.039999961853027,5.070000171661377,4.6362433433532715,14644500
2017-02-17,5.010000228881836,5.050000190734863,4.989999771118164,5.050000190734863,4.617954254150391,7214600
2017-02-21,5.03000020980835,5.090000152587891,5.03000020980835,5.090000152587891,4.654532432556152,15021200
2017-02-22,5.03000020980835,5.110000133514404,5.010000228881836,5.099999904632568,4.663676738739014,16665000
2017-02-23,5.150000095367432,5.210000038146973,5.110000133514404,5.150000095367432,4.709399223327637,21960700
2017-02-24,5.099999904632568,5.179999828338623,5.090000152587891,5.139999866485596,4.700254440307617,11574400
2017-02-27,5.159999847412109,5.210000038146973,5.139999866485596,5.179999828338623,4.736832618713379,11384900
2017-02-28,5.130000114440918,5.179999828338623,5.119999885559082,5.139999866485596,4.700254440307617,9258700
2017-03-01,5.170000076293945,5.289999961853027,5.170000076293945,5.260000228881836,4.809988021850586,20319300
2017-03-02,5.210000038146973,5.25,5.199999809265137,5.21999979019165,4.773409843444824,19057200
2017-03-03,5.260000228881836,5.289999961853027,5.230000019073486,5.28000020980835,4.828277111053467,11993000
2017-03-06,5.289999961853027,5.300000190734863,5.260000228881836,5.28000020980835,4.828277111053467,7381800
2017-03-07,5.230000019073486,5.25,5.210000038146973,5.230000019073486,4.782554626464844,8366700
2017-03-08,5.190000057220459,5.21999979019165,5.159999847412109,5.179999828338623,4.736832618713379,8487400
2017-03-09,5.260000228881836,5.289999961853027,5.25,5.28000020980835,4.828277111053467,6879600
